comments,tone
Insidad e Dehshatgardi Ki Adalat Ne MQM Liaquattbd Sector K 2 Karkuno Ko 90 Roza Jismani Remand Pr Rangers Ka Hawalay Kar Diya ,Positive
 Is ka matlab yeh hai ke America ka inhe ilm tha,Neutral
BilkuuullBoht buri bat haiii Aisa nii krna chahiyeh ,Negative
Umpire n bgairti krdi,Neutral
Hahaaa good one,Positive
Karein na plzzz :P,Neutral
Ibrahim Hydri Se 3Target Killers Griftar  ,Positive
  Air marshal Noor khan ko Pakistan cricket board ka sarbarah bana diya gaya unhon ne qaumi team ka caption javed Miandad ko muqarar kardiya,Positive
" 14 August 1947 ko jab Pakistan mariz wajood mein aya to I Chundrigar ko wazeer tijarat o sanat muqarrar kiya gaya, wo is auhdey par 1948 tak faiyz rahe",Positive
Mamu control se bahir ho gaye hen ...ab wapsi mushkil hi nazar ati he,Negative
Khud mukhtari muyassar aai to modeling ki duniya mein qadam rakha,Positive
Doctor ki report ke motabiq Torsam Khan dil ke mareez they aur mazi mein bhi woh chand mertaba hadsat ka shikar hote hue bach chuke they apni mout sey aik sal pehle woh New Zealand mein bhi aik match khelte hue gir pare th,Negative
Major Muhammad Akram Shaheed Danga zila Gujarat mein 4 April 1938 ko peda howae,Neutral
Mehekma Sehat Sindh Ne Taleemi Idaro Me Cigret Noshi Or Farokht Per Pabandi Aaid Kerdi Sheesha Cafe Bhi Band Karne Ka Faisla,Positive
Pata ni ye kia karty hai bataty kuch hai behjty kuch aur hai ab is usb pe 3.0 likha hai lakin ye 2.0 hai aur speed b 10mbps hai.,Negative
Bilkul sahi kaha,Positive
Wah sain yeh dono mili m nh :),Neutral
Bad aza General Zia ul Haq ke daur mein inhe majboran jila watni ikhteyar karni parhi,Negative
Mashallah kia bat ha hakeem sb,Positive
Han ha daldo mjhpe sb tm logon ny kabi khudsy kch kiya hi nai jese  😀,Negative
Tahum Salman ke career par is ke bais kisi kism ke manfi asrat nahi pare,Positive
Chal lambi nahi kar ab,Negative
5 Billion Dollor se zaid akhrajat ka takhmina lagaya hai,Negative
Maghrib ke ilawa Nusrat Fateh Ali Khan ne Bharat mein bhi kae filmon ki mauseeqi di,Neutral
Shehri Be Bus ,Negative
Shahzadi diana sirf apni shahi hesiyat aur ghair mamoli shakhsiyat ki wajah se hi media ki tawajah ka markaz nahi rahein balke is ki aik bari wajah un ki beloss samaji aur rafahi khidmat bhi thein.,Positive
chor tujhe unki nazar mn girana nhi chahti 😉,Positive
inki bhajiti ( jo bh nam tha) wo bh yehi kheti thi,Neutral
Salam ap bilkol online nhee aty,Neutral
Soldier Bazar Garden Old City Samet Mukhtalif Elaaqo Me Street Crimes Ki Wardato Me Izaafa ,Negative
App sa koi nhi pori doniya mien,Neutral
Master Inayat Hussain ne in gramophone companies mein nihayat umdah aur arfa kaam kiya,Positive
2 saal bad team aur board ke ikhtelafaat ke sabab inho ne istefaa de diya aur teesri baar milne wali captainship retirement par khatam hui,Neutral
Dude kitna purana comment hai ,Neutral
Or wo bh sir paper bht mushkil tha,Negative
Jinhe bilamoom saraha jata hai,Positive
Karachi Tajir Ittihad Kal Hartal Karay Ga ,Negative
Hahaha dear proper dupata kr lo very good video,Positive
 Baqaul Saeed Anwar agar “ ALLAH TA’ALA mje apni taraf na bulate to mai shayad dewangi ki had tak ja pohanchta,Negative
Shukrr aaj ma ne patwaran dekh li ,Negative
 Inho ne tijarat mein anthak mehnat ki wajah se bohat taraqqi ki aur bil aakhir aik barhe business man ban gaey,Positive
love it,Positive
meri maa ko khushi honi🤣,Positive
Shikra,Neutral
khalaq bezata kao hahahahahaha bala waqt osho hahaha apricots wla yad da drta 😂,Neutral
Seriously dudie love yaa😘😘😘,Neutral
Lady griffin school Lahore se taleem mukammal karne ke bad Lahore college for Women se Intermediate kiya,Neutral
Marhomeen K Lye Dua e Maghfirat Ki Darkuast ,Neutral
is liey wo jab bhi bulayengy to main pehli fursat mein un ka hi project kerna chahungi,Positive
Lyari Singoline Me Firing Se 1 Zakhmi ,Negative
4 saal tak cricket se door rehne ke bad January 2011 mein inho ne khair khuwahon ke mana karne ke bawajood apne aap ko IPL mein auction ke liye pesh kiya to boli ki raqam sirf 4 laakh dollar hone ke bawajood kisi ne inhe na kharida,Negative
Bijli Pani Hospitals K Baad Ab Ambulances Ki Bhi Qillat Jinnah Hosp Se Ambulance Le Janay Ka Rate Rs 1000 ,Negative
Wo aaj bhi kisi drame ke set par hon to nihayat inkasari aur piyar ke sath apne juniors ko apna fan aik ustad ki tarha muntaqil kar rahe hote hain,Positive
Aesa b na jesa Lahore k sath hua hy ,Neutral
Is tarah aik fard ke kai khandan baraherast mutasir hote hain,Neutral
Sarcasmonly kay chappay marny wali #khabessaurat.,Neutral
Ye wohi bat hogai k shareef wo jise mauqa nahi mila :p :D,Negative
Dua ki daekhwast hai,Positive
hummingbird,Neutral
Yaaaay.. hm patly ho k careem k drivers ko bataya kren gu,Positive
yr or kch asan kam hai nhi jo ghr bethay hojae bagger kisi kharchay k 😂,Negative
Habiba Sajjad,Neutral
1994 mein wo senate Peters Burg ke deputy mayor ban gae.,Positive
Hehe.yar ktna to acha larka h.....pata nahn q nakhre hen tmhre :O =-O,Negative
"Aj kal yahe hoo rh h
Green tea k sath beryani😂😂😂😂",Neutral
Jail Road Per Firing Se 1 Shakhs Janbahaq ,Negative
 Unhon ne mazid kha ke mulik ko naqabil e taskhir siyasi aur aqtesadi qowat banyen gaye,Positive
 Pir Pagara ne Muslim University Aligarh ke ilawa British mein bhi aala taleem hasil ki,Neutral
dalchany garme me le sakti h bto plz,Neutral
Roshan Khan ke sahebzade Jahangir Khan ka nam Squash ki tareekh mein sunahre hooroof se likha jata hai,Positive
Wawaa,Neutral
Haan bhai mahajir hain ,Neutral
"Saeed Anwar ne 55 test matches mein 45 52 ki osat se 4052 runs, 11 centuries aur 25 half centuries ki madad se score kiye",Neutral
Juthi 😤,Negative
"D ke la ma ta tag koli,BTW a big thankooo😘😘😍😂",Positive
ye bhi lie ki aik type hai...ap nahi samjho gay,Neutral
Wahan ke Teachers ki raey thi ke Bukhari ka ilm is qadar farakh aur wasee-o-baseet hai ke aik Angrez ke liye bhi itna ilm is umar mein rakhna kam-o-besh na mumkin hai,Positive
Dat tasweer utarne Wala ,Neutral
jo hum hamaysha kartay hai,Neutral
"Pak Army kuch kar sakti hai, Allah Pak se dua hai es behen ki madad farmae",Positive
Yeh pakistan banayega naya,Neutral
Lanat mosharaf kote par,Negative
Allah pak in ko lambi umar ata farmay,Positive
nah balochi hai,Neutral
"T twenty cricket ka aisa format hai, jo shayad banaya je Shahid Khan Afridi jaise players ke liye gaya hai",Neutral
Samad sahab k ghar 3 motorcycles bhar kr pohanc ham pohanch kharay huway.,Neutral
Paisa bohat hai sukoon nahi hai ~ words I can't even say cus paisa nishtaaa,Negative
aray yar mein tehri sedhi sadhi pre engg ki :D,Neutral
Uncle sargam nahe lagta ye bnda?? ,Neutral
Mera b add dy dena apny sath 😂😂😂😂,Neutral
Teesri dafa prime minister banne wale Nawaz Sharif bhi kuch na kar sake.,Negative
Educators ka result kb announce ho raha hy?,Neutral
Tehrik e Insaf K Memberaan Apni Tankhuwaen Flood Relief Fund Me Dain Gey ,Positive
Pak Army. Zindabad.,Positive
Jaisy ap yuthiyo NY kbhi Ni manna,Negative
Jis ny nah parrhna ho..?,Neutral
Aunti ko bolo beth ky road khai road ko dekh ky study karwai apne bacho ko jahil awam,Negative
its outclass,Neutral
Lekin in dono se ziyada Versatile filmy singer the,Positive
"mujhe zaroorat thi, agar daraz na send karta to mein bazar se purchase krta",Positive
Mujhe Gucci ke coat pasand hain. ,Positive
Tuu bhii khaaabeeess hai 🔥,Negative
Bhai ap roty he rha kro,Neutral
#_st ..,Neutral
app k dil ki bhi. :),Positive
Bari mehrabani ap ki 😉😉😜,Neutral
MUMNOON HUSSAIN ek sharif insaan hai ais liye media nay usay covarage nahi dee ,Neutral
June,Neutral
Han naa  sir Asif nd sir Farhad  pta nhe paper mai kya de dety ,Neutral
 Almi cricket mein kai umda khelaryon ki maujudgi ke bawajood Jaif Hint 1976 sey 1981 tek British open ka ejaz jeette rahe Hint bahot achcha khelte they aur un ki ala technic ko matt dene ke leay kisi bahot hi azeem khelari ki zaroorat thi ,Positive
"Isi film ko bad mein Italian Stallion ke naam se release kiya gaya, jis ne bohat maqboliyat hasil ki",Positive
Lala is best,Neutral
Baldyati Elections Me Polling Ka Silsila Jaari Awam Me Josh o Kharosh ,Positive
Kisi Shakhs K Liye Ye Halal Nahi K Woh Apnay Musalman Bhai Se 3 Din Se Ziyada Talluqaat Khatam Rakhay ,Neutral
Sirf Korangi k Log Rabta Karen ,Neutral
Hazrat G dua ki darkhast hai,Positive
Or zara woh program bhi dekh lena jo peshawar or Lahore mai conduct keay jatay hain takay pata chalay hukumat kisnay achi ki hai . ,Neutral
Dono,Neutral
Bashak,Neutral
apki typing bhe.,Neutral
Kal Banks Me Public Dealing Nahi Hogi ,Negative
or us NE aik din b apne area ma nhi guzra..lakin hamri awam ko is SAE kia,Negative
har event pe mera fav kam 🤣🤣🤣🤣,Neutral
N league twadi aunty khul gai jay,Negative
Astaffirullah in jese logo pr Allah ka azab kun nai ata,Negative
Mulaq badar karo,Neutral
tabi tou esa hu na,Neutral
qualtiy aur size bauht acha hai,Positive
Hahaha  teri bhabi hai,Neutral
Beshak,Positive
Haar maani ,Negative
Azam Khan aik phurteele khelari they aur Hashim Khan jaise Azeem khelari (palyer) bhi un se sanbhal kar khela kerte thay,Positive
Taham agar kabhi musanif ki shakhsiyat jhalakti hai to is ka aks bara e naam hota hai jo aik chand jumlon ya aik  adha paragraph tak mehdod rehta hai,Positive
...abi anti to thnk u bol kar ati ho.,Neutral
Jo pic main hy wo nahi hy aur size main bhi choti hy  Read more,Negative
 Ghulam Ishaq Khan jabri retirement ke bad Peshwar mein gosh nashen ho gaye ow do saal musalsal bemar rahe,Negative
Bs in chezo me hi dimgh h :v,Neutral
Ye bill aain ka hissa ban chukka hai,Neutral
Mere saqi ka mj pe karam hogea,Positive
in dosron ke bad Pakistani team ne jo dere kiya in mein Intikhab Alam ki catnaini mein behtareen karkardagi ka muzahirah kiya,Positive
aap ne bht bariki sy notice koya ha sir g,Neutral
Behad khoob muhabat se hi ye dunya rangin hai,Positive
Sala. H Nusrat javed ko jo tv pr is kutte ko apne samne berdasht krta reha,Negative
Ya Allah hmary kisi gunah gustakhi ki wja se Tasbeeh khanay se door na krna or hmain mehroom na frmana,Positive
Sb Se Mehngi Bikny Wali Team Karachi ARY Group K Salman Iqbal Ne 25Lakh Dollar Me Kharid Li,Positive
Oho wow,Neutral
hahaha tek dy traa zweyaa mong bai tapos kaww.,Neutral
Haan haann anmol namoona 😂😂,Neutral
Sureh anam ki ayat 45 for cancer cure har waqt paray,Positive
 Is aitebar se use kul hind ijtemaa ka naam bhi diya gaya,Neutral
Hahaha 😂😂😂 Soch ly Exercise ya men..... :D,Neutral
Bad mein civil aur military ke mazameen ki ashaat shuru hui,Positive
Iss ke baad Jhangir Khan ke walid Roshan Khan aur bhai Torsam Khan kamyabian hasil kein te rahe,Positive
without confirm kesaa update deib ,Neutral
Smjh gai hon 😂,Neutral
 1944 mein Amritsar mein Jama ul sana hall bazaar mein jo ulom e sharqiya ki bhetareen darsgah thi wahan mahana tarhi mushairre hote the jin mein sharkat karna un ke leye bari khushi ki baat thi,Positive
ap ka masomana reaction ,Neutral
buhahahahahahaha dm mein tashreef laiye aap zara 😝,Neutral
Subhanallah. Kamal hi Kamal hai .sohna bemisal hai,Positive
yaha sakht londy bhi pighlty hain ,Negative
q altaf bhai pr se zabardasti wali media pabandi khtam ho rhi hai?,Neutral
California aane ke bad Spielberg ne TV aur theater mein qismat aazmane ki koshish ki lekin kamiyabi na mili,Negative
 Jahangir Khan apne barae bhai Torsam ke khail sey bahot motasir they,Positive
In ki agli manzil adventures movies thin,Neutral
 Hum degar mumalik se madad nahi tijarat karte hain is waqat zar e mubadla ke zakhair 21 arab dollar ho chuke hain,Positive
Aur Gumrah K Seenay Ko Tang Kar Deta Hai ,Negative
Shame on those,Neutral
Bht bht bhat achaaaa,Positive
Orton ko naturally tor marketing maloom hoti hai.jab k larko ko 16 saal parrhai k bad b teek tarha se nahe maloom hoti. Khabees orat,Negative
Wazir e Mumlikat Saira Afzal K Walid Ko Shikast PTI K Mamoon Jaffar Kamyab,Negative
Teray under say kesay zameen nikli admin,Neutral
"Afridi. Ghairt mind Muslim hay , lala ghabrao nahin India ki berbadi air Kashmir ki azadi nezdiqe hay insha allah",Neutral
I think April fool hoga ,Neutral
Hahaha chalo next time :P and best of luck for new upcoming video,Neutral
nae nae shadi shuda afraad ke liye sab se aeham tip yeh hai ke in ke dil mein bachon ki shadeed khuwahish honi chahiye. ,Positive
Wo fitrat ko nihayat qareeb se dekhna pasand karti thi.,Neutral
Sap ko bhi eidmubarak,Positive
saara din ghumte rho ??,Neutral
�EEE€�EEE is ke sath he qaid-o-band ka silsila shuru ho gaya,Neutral
Kl KB ho GI yr next episode ka w8 nhi ho raha,Neutral
hifza chaudhary nhi ha acha nhi lag raha,Negative
Mahreen ne iss series ko world champion ship series qarar diya tha,Positive
firstly Muchain sabhalo :D :D,Negative
Radio ka dor tha Inayat Hussain Bhatti ki awaz pore Punjab mein pheel gai aur ataraf o aknaf Punjab mein Inayat Hussain Bhatti ki fani zindagi ka aghaz tha,Positive
Really heart touching Nmra welldon,Neutral
Yeh Saeed Anwar ka din tha,Positive
this would have been u!! not the rest of the programmers!!!,Neutral
NA 122 Zimni Intikhab Polling Stations 71 76 Me Or Samnabad Or Meri Collage Me PML N Or PTI K Karkuno Me Tasadum ,Negative
Jis ny Na_154mai Vote Lena hy contact kary,Neutral
Tek ha wrong nai,Neutral
Bilkul aik aik jaga yaad ati h vedio main Jo Jo hai :-),Neutral
Mutasrin e Zalzala Ki Dil khol Kr Madad Karen ,Positive
 Commercial cinema par main kabhi itna maqbool nahi raha,Neutral
Allah pak hamare sar pay ap ka saya hamesha qaim o daim rakhy,Positive
Stop sahir bakwas show,Negative
"Is doran ap ne boys company se June 1954 mein first roman, first map reading third English ke imtehan pas kiye",Neutral
PTI Ki Janib Se Bayan Ki Muzammat ,Negative
Wowwwwwwwwwwwwwwwwww mashallah bhot pyari lg rhi he sub,Positive
Mohabbat ki riyaazi ,Positive
she is still in our heart...❤ ALLAH pak jannatul firdos me ala maqam ata frmae (Aameen),Positive
Wo budhmat ke manne wale hain,Neutral
lanat hai is p,Negative
 Jansherbhi bila shuba aik azeem khelari they un ka moqabla Jahangir Khan ke sath 37 martaba hua 1993 ke world open final tak dono baraber yani 18 matches jeete they akhri moqabla Jansher ne jeeta iss tarah un ke darmeyan record 18 19 ho gaya,Positive
Amma type larkiyan,Neutral
Jinho be aik dafa phly likhaa hoa hai woh dobara likh sktey hain,Neutral
😂 thank you bol,Neutral
2013 mein shahrukh khan aur Ghori khan aik aur bete k eke waldain bane  jis ka naam inho ne Abram rakha hai,Neutral
Digiskills search kro google,Neutral
"Rote hue aate hain sab, hansta hua jo jaega,,,",Positive
Nice,Neutral
Ye to rozana ki kahani hy,Neutral
Khusre ko band karo fori. Ye bohat chawl ha,Negative
"Hahahahhaha
aisa hi toh hota hai",Neutral
He is great man..but i want to know he is spending much money but no planing.y they didnt give chance to kyel abbot..bilal asif is good allrounder y no chnce for him and many others,Positive
hahhahah,Neutral
"Afridi Bahi, inshallah, Wo din dor Nahi.kashmir Azad Hoga.",Positive
Mujhe rangon aur mardon ke malbosaat ke barey mein ziyada sojh bojh nahi.,Negative
Md Shahnoor kabir movie name Ki jano??,Neutral
Taqriban 2 dehaaiyon par mushtamil career mein Wasim Akram kar records bhi apne naam kar chuke hain,Positive
Kuch arsaa qabal The Expendables ki aksbandi ke dauran actor Steve Austin ke sath aik scene ki aksbandi karwate hue stallone ki garden ki haddi buri tarah mutassir hui aur ab in ki garden mein metal ki plate laga di gai hai,Negative
harishchandragad Pakka ho Gaya bhi ?!,Neutral
bss or kch likha nai ja rha 😂😂😂,Neutral
Hahaha a jaoo yahe kam best haii ab 😂😂😂,Positive
Korangi K Area Me Daketi Mazehmat Per Ashfaq Nami Shaks Zakhmi ,Negative
 Aindah chand barson ke doran barpa hone wali shorish ke asar numaya ho rahe the,Neutral
"Jis ki wajah se benul aqawani satah par ranking behtar hone ke imkanat madom ho jate hain, ",Negative
InshaAllah next time ,Neutral
thanksss ap na drama pasand kia sab fansssss na,Positive
I love lahore qalandars,Positive
Aimen Sarwer Saleha Mazhar Syeda Kashaf Batool,Neutral
  Hashim Khan gaind ke peachey bhagte bhagte kabhi nahein thakte they,Positive
Hahaha patlii galii se,Neutral
 Javed Miandad  ne kahi munfarid records apne naam kiye woh musalsal 6 world cup mein hissa lene wale wahid khilari hain aur in mudad  chand  khilariuon mein se kia jin ki test matches  mein euns banane ki average kabhi 50 se niche nahi ai 2009 mein Imran khan aur Hanif Mohammad ka sath inhein 1CC ka Hall of Fame mein shamil kiya gaya,Positive
Jab Emma Watson ko tilismati kahaniyon ke silsile Harry Potter par mabni films mein Harmony Granger ke role ke liye cast kiya gaya to inho ne yeh role is tarah play kiya ke aane wale barson mein yehi in ki shanakht ban gaya,Positive
Ramzan Sharif Mein 10 Dino Ka Aitkaf Karlia To Aisa Hein Jaisey 2 Hajj Or 2 Umray Kiyen ,Negative
Yar ya qonduz ka shaeed nhin ha liken ya kis or jegha pe shaheed ho wa ha...ya video porani ha pleas islam ko badnam mat karo...porana video mat di kaw...or video ko ghur se de ko kiya shaheed or bab ek omer ka ha,Negative
Beta ub Mera MS mere gale par chuka hy phle Wo Pura karun g,Negative
Agar banned krna he tu sab ko banned kru dramo ko banned kru filmo ko banned ko not only sahil okk sab behayi he pir,Negative
Bazmi sahib ne kaha ke jitni high pitch unhein chahiye wahan shayad Madam na pohanch sakhein,Neutral
1982 mein Jhangir Khan ney aik point bhi beggar Inter national Squash plears asosi ashion ki champion ship jeet ker aik dunya ko warta hairet mein dal dea,Positive
ayesha remember jb maine tme msg kia tha k yh kia hai,Neutral
yeh hn uni m krte h xD,Neutral
1998 mein Sadar e Pakistan ne �EEE€�EEESitara e Imtiaz�EEE€�EEE se nawaza,Positive
ap k dost ki momSmajh to gaya ho ga,Positive
Hahaha hahaha bc meri to hasi nahi ruk rahi bc... ,Negative
Is tarha ky do namony or is ghar myn mojod hyn,Neutral
 Yeh baat qabil e ziker hai ke 1965 ki Pak Bharata jang mein Sawar Muhammad Hussain abhi Devi Hai School mein zere taleem they lakin un ke dil mein watan se bharpoor mohabbat ka jazba maujood tha app ne primery tak taleem Mozu Jhang Phero mein pae,Positive
